CYP46A1	CYP4F8	CYP2U1	CYP2R1	CYP4F22	CYP1A1	CYP1A2	CYP1B1	CYP2A6	CYP2A7	CYP3A7	CYP2A13	CYP2B6	CYP2B7P1	CYP2C19	CYP2C8	CYP2C9	CYP2C18	CYP2E1	CYP2J2	CYP3A4	CYP3A5	CYP4A11	CYP4B1	CYP7A1	CYP8B1	CYP11A1	CYP11B1	CYP11B2	CYP17A1	CYP19A1	CYP21A2	CYP24A1	CYP26A1	CYP27A1	CYP27B1	CYP51A1	CYP4Z2P	CYP4Z1	CYP4X1	CYP1B1-AS1	CYP4V2	CYP2S1	CYP27C1	CYP39A1	CYP2W1	CYP26B1	CYP20A1	CYP4F11	CYP3A43	CYP4F12	CYP4F2	CYP7B1
SNUC5_LARGE_INTESTINE	4.003811	3.714682	6.446317	8.813961	3.705726	4.830957	4.833032	4.388233	5.173441	3.68397	3.719924	5.296326	4.071162	5.088238	5.207502	3.749958	5.882867	4.623605	5.543778	5.816551	4.696713	4.761189	5.59145	3.668998	3.753209	3.758061	4.059664	3.559201	4.517806	4.026268	4.066639	4.740513	4.456574	4.406194	5.87611	5.947171	10.16405	4.372152	3.469855	3.943366	3.490262	7.997003	6.298883	3.738985	4.205091	3.739623	5.240382	7.759762	4.014791	3.882912	5.501469	4.423169	3.763416
GSS_STOMACH	3.717962	3.724412	6.784642	10.27825	3.744191	4.950958	4.984692	11.66294	5.316022	3.641282	3.962628	5.314222	4.290322	5.100915	4.45165	3.588431	4.18723	3.846341	4.007983	6.988749	4.831414	4.100315	4.560655	3.685071	3.815746	4.079567	3.637003	3.658218	4.452274	4.756385	3.835829	4.345996	3.448173	3.917546	8.005539	6.566808	10.42143	3.92446	3.359858	3.641531	3.877662	7.380443	5.784411	4.500468	5.044793	3.676116	5.257914	8.593939	3.815746	3.840564	4.193811	4.470179	3.517652
TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	4.05826	3.73004	7.25654	4.094142	3.817623	4.789443	5.108098	3.917415	5.348454	4.111714	4.378413	5.991106	4.40004	5.845646	4.713179	3.657614	4.605008	3.837989	5.994601	3.709828	5.288589	4.955674	4.422334	3.70042	3.946533	3.925655	4.323685	3.627861	4.584427	3.696902	4.376468	5.039875	3.806602	4.31374	5.34087	6.030547	9.612215	4.203277	3.215064	3.504995	3.618005	7.386437	3.924746	3.727851	3.948371	3.777686	4.407129	8.132423	3.435934	4.079136	4.787866	4.072522	3.694229
HCC1171_LUNG	3.871146	3.595698	6.252741	8.150878	3.683194	4.668818	4.603357	10.5909	4.806361	3.538381	3.595345	5.741867	4.495806	5.175784	4.908147	3.596638	4.276961	3.679742	3.673443	5.283617	4.726377	4.298721	3.76927	3.915408	3.606661	3.722189	3.740852	3.466953	4.286294	3.653804	3.974947	4.315846	6.194171	3.967141	6.131642	5.667103	9.799732	4.054591	3.418589	3.742634	3.692807	6.504491	6.230711	5.44739	4.186759	3.722104	5.390789	7.732542	3.541009	3.606592	4.016409	3.868677	4.806583
SNUC4_LARGE_INTESTINE	4.083428	3.657334	6.798003	8.901977	3.598138	4.954164	4.776804	6.418356	5.198481	3.446619	3.829953	5.76032	4.523141	5.440179	4.652974	4.136467	5.068403	4.568868	3.794137	9.44423	4.825517	5.978777	4.252956	3.781319	3.710892	4.167888	4.011927	3.582507	4.534667	3.925135	4.130871	5.010267	3.233988	5.337472	5.932276	6.898629	10.61266	4.051056	3.657872	7.872157	3.555804	7.583673	8.182933	3.570867	6.805715	3.80763	4.892673	8.539727	4.441929	3.964254	5.413188	4.830236	3.8417
U138MG_CENTRAL_NERVOUS_SYSTEM	3.790257	3.720989	7.716073	8.843141	3.539004	6.199069	4.992205	5.803547	5.410352	3.930034	3.719146	5.218261	4.195646	5.383366	4.450922	3.536656	4.533606	3.740467	4.697359	5.994988	4.740695	4.1843	5.05451	3.672993	3.755694	3.9829	4.082554	3.587616	4.632842	4.224059	4.100529	5.069341	3.293601	3.913133	5.364273	6.019527	9.082013	3.517009	3.357311	3.514327	3.534854	7.392476	3.90116	7.477893	4.175809	3.693424	5.09483	8.535839	3.632626	3.809766	4.107849	3.980591	3.441937
SNU620_STOMACH	3.89799	4.406029	4.852619	9.4952	3.708848	5.130507	4.74829	4.449444	5.513364	3.480924	4.142774	5.641771	4.513853	5.297003	4.787144	3.636976	6.366402	7.463374	3.872444	4.285632	4.851533	9.798767	4.848718	3.850318	3.708664	4.01694	3.751937	3.666345	4.683039	3.849377	4.034585	4.513853	3.731826	4.089299	5.693926	6.75674	10.24919	4.417059	3.529545	7.377994	3.541709	7.64437	8.725303	3.776287	3.728172	3.583033	4.425014	7.944945	5.731093	4.456612	6.827838	4.604404	3.674014
ECC12_STOMACH	3.932283	3.713631	5.362013	8.823744	3.512987	4.733333	4.515257	4.080691	4.887894	3.587032	3.801733	5.777292	4.179729	4.83829	4.366843	6.11828	4.395645	3.82852	4.27867	4.430009	4.764742	6.469479	4.522452	3.678717	3.873286	4.071334	3.786939	3.518413	4.513284	4.147394	4.402644	4.955388	3.152194	5.579201	7.45888	7.27762	10.00114	3.900331	3.440818	3.390296	3.379974	5.542804	3.895965	4.233535	3.566521	3.699805	6.471961	7.496899	3.614447	3.938981	4.257388	4.225122	6.371407
GSU_STOMACH	4.034572	3.732306	5.419271	9.435784	3.651687	5.336873	4.565389	6.800189	5.320154	3.318662	4.238411	5.426935	5.532092	5.217641	4.933132	3.833955	7.08273	7.830108	4.372317	6.748493	4.802124	9.0631	5.060881	3.703479	3.780389	3.885445	3.95805	3.736351	4.584212	4.167495	4.086976	4.328377	3.414586	3.84765	7.011449	5.625883	9.834418	3.883324	3.381137	3.27267	3.45188	7.082963	9.266591	3.938415	5.506541	4.210543	4.040595	7.503715	6.84582	4.094755	7.464074	7.087355	3.362496
KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	4.123238	3.678702	5.265915	8.916355	3.625295	4.933949	4.668075	3.993938	5.268631	3.576894	3.714251	5.553326	4.041326	5.423368	5.66368	3.739267	4.487097	3.948366	4.445298	4.515282	4.936318	4.165534	5.467514	3.733372	3.894567	4.190009	4.006929	3.72797	4.636001	3.958503	5.168213	5.173285	3.486055	6.04164	5.598149	7.20808	9.931004	4.125334	3.559868	4.153791	3.520363	5.356946	3.860306	3.838432	3.636197	3.93394	3.946926	7.569097	3.925196	3.935226	4.350023	4.468575	3.49323
JHOM2B_OVARY	3.81756	4.124336	6.850029	9.508356	3.576225	6.101631	4.438485	4.458901	4.513565	3.423449	5.06734	5.355467	6.090358	5.276473	4.25335	3.684385	4.4808	4.314994	3.878239	8.973572	5.022999	10.43711	4.079741	3.973734	3.995291	3.976923	3.679773	3.502828	4.313359	3.989103	4.08937	4.674374	3.640508	3.716724	6.221703	5.374502	10.43752	4.206201	3.356244	5.090298	3.471256	8.158785	8.946536	4.066156	5.319026	4.177573	3.902469	7.744006	5.777273	4.170549	6.785838	6.159358	3.596691
SNU349_KIDNEY	4.022877	3.575486	6.92373	7.259842	3.764376	4.701086	4.503711	10.3415	5.622846	3.655886	3.761217	5.849965	4.296787	5.050934	3.731958	3.706833	4.388359	3.814584	4.134421	5.621854	4.647223	6.646893	4.513809	3.718426	3.44684	4.258451	4.037198	3.704576	5.618196	3.871561	4.417111	4.508363	3.613449	4.154767	5.750333	4.892266	9.916642	4.249144	3.9731	3.549786	4.328304	6.762566	4.296827	3.727139	4.120599	3.979902	4.232331	7.939677	5.515466	3.737891	5.303661	4.527131	3.639476
UMUC1_URINARY_TRACT	4.356814	4.180525	5.572644	7.046028	3.89737	8.774583	4.664441	4.28621	5.765859	3.581788	3.924436	6.495062	4.982084	7.705197	3.952369	3.59664	4.690878	3.961564	3.883404	8.979618	4.971245	4.781374	4.759506	4.54461	3.281277	3.821732	3.605354	3.783982	5.900047	4.184933	4.142989	4.71546	10.6495	4.299702	5.332516	5.099877	9.721935	3.947739	4.088199	3.347272	3.514307	5.381386	10.5494	5.442853	4.175881	4.736121	4.943844	7.468405	8.090685	3.709949	7.506861	4.871557	3.669829
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	4.599124	3.835458	6.509867	9.228856	3.750167	5.07593	4.396669	4.156207	5.624114	3.719032	3.794712	6.132694	4.221531	5.146232	4.424745	3.807004	4.740954	3.893676	4.417418	3.967889	4.67357	4.438091	4.977937	3.629703	3.842122	4.023285	3.991901	3.786652	5.571823	4.065295	4.172118	4.985293	3.790847	3.936188	5.785622	5.102171	9.818941	4.01515	4.481973	3.495607	3.362468	4.345336	4.046268	3.716986	3.950885	4.596844	4.018589	6.755722	3.787611	3.818581	4.960065	4.240162	4.08525
NCIH292_LUNG	4.174099	3.858539	8.124485	7.721448	3.823561	6.253022	4.529097	5.967197	5.451862	3.491959	3.704218	5.87878	3.855007	5.128673	4.287996	3.669285	4.432293	3.770402	4.071675	5.002503	4.83302	4.53837	4.963721	3.789044	3.562814	3.835207	3.802379	3.78264	6.085554	4.18506	4.555344	4.660101	8.218139	3.946675	5.500965	6.456413	9.218185	4.022153	3.983813	3.562218	3.308143	7.523796	4.833048	3.440423	3.817186	4.752071	4.898763	7.836764	5.554015	3.712277	5.69736	5.092779	5.104231
X59M_OVARY	4.505027	4.343683	5.81831	6.381155	3.831291	5.263119	4.54435	10.71197	5.897439	3.694671	3.403529	6.043363	4.091433	5.018192	3.805119	3.782425	4.461994	3.87774	3.971773	4.031823	4.60477	4.196399	4.741649	3.537665	3.369104	3.873598	4.590464	3.541833	5.632785	4.405378	3.953222	4.684029	3.439579	4.238615	6.056058	5.147087	9.316051	3.847827	3.618685	3.494928	3.415746	5.737323	4.271194	4.332283	6.122183	4.51064	4.290503	8.245532	4.132722	3.824402	5.338083	4.143019	3.653115
U118MG_CENTRAL_NERVOUS_SYSTEM	3.975546	3.741478	7.517414	7.615657	3.678324	8.160094	4.397018	6.386926	5.226601	3.689709	3.678048	5.698475	3.867954	5.140356	4.23063	3.759262	4.141457	4.022595	4.224203	3.972625	4.856392	4.230468	4.24731	3.576598	3.448144	3.812901	3.802179	3.71183	5.344482	4.000605	4.184051	4.934622	3.700527	3.889819	5.363244	4.828695	10.06636	3.732885	3.844846	3.552911	3.445306	7.813147	4.136681	5.068821	4.035978	4.080244	4.111112	8.205975	3.573068	3.76648	4.521163	3.952789	3.907589
VMRCLCD_LUNG	4.905472	3.973012	6.584579	8.805021	3.813923	5.645236	4.667027	4.675253	5.761286	3.814255	3.684812	5.893591	4.05824	5.485371	3.553276	3.535451	4.643999	3.64323	3.833712	4.677926	4.546127	7.677982	4.183623	3.877044	3.511292	3.803908	3.750878	3.775683	5.989744	4.50257	4.679876	4.679243	3.506892	4.256881	5.399664	7.774381	10.49015	3.555304	3.547599	3.818831	3.447369	6.10482	3.806215	3.471636	4.083287	4.791893	4.19571	6.840739	3.662046	4.021668	5.096182	4.627755	3.67075
HCC1833_LUNG	4.054519	3.686038	5.399328	8.611774	3.910606	6.235213	4.433691	4.350952	5.466005	3.426918	3.969229	5.782661	4.119126	5.490705	3.397109	4.663668	4.36492	3.647273	4.564952	4.64558	4.825382	4.548289	3.937823	3.508242	3.708291	3.843759	3.591333	3.58381	5.313162	4.033364	4.411301	4.405125	3.483352	3.918833	5.229325	9.061592	10.14982	3.636988	3.714582	3.347318	3.515914	7.270066	3.980375	3.439333	3.946855	4.193647	5.365484	7.561399	3.653922	3.712896	4.454669	4.110505	4.285023
RH30_SOFT_TISSUE	4.176015	3.73518	6.869256	7.281812	3.484728	4.79609	4.13268	3.868321	5.559304	3.938363	3.837741	5.668848	4.217022	5.192375	3.982296	3.524025	4.210792	3.769594	4.007261	6.264813	4.498764	4.228249	4.422018	3.593451	3.961601	3.982296	4.148927	3.775999	5.342067	4.152546	3.861862	4.051075	3.560094	3.979811	6.32714	9.936245	8.850578	3.564006	3.86924	3.476856	3.451716	4.569425	4.217794	3.597696	3.951683	4.3172	7.595241	7.314642	4.064974	3.836836	4.785746	4.125746	3.521234
TCCSUP_URINARY_TRACT	4.061244	3.905439	4.642984	8.130634	3.719993	4.679988	4.240477	9.181328	5.465413	3.69332	3.511715	5.599421	3.836782	4.996572	3.491317	3.755142	4.090073	3.710179	3.825996	5.983504	4.542068	4.380119	4.988397	3.463189	3.627202	3.776445	5.699658	3.699613	5.353062	3.99212	3.992484	4.797098	3.648284	3.660635	5.405512	5.346949	7.995326	3.91082	4.878365	4.167739	3.569589	5.264038	5.80152	5.618894	3.836118	4.045732	4.844359	7.168853	3.598344	3.585555	5.694331	4.124366	4.194017
SNU601_STOMACH	4.03273	4.055435	4.432633	3.707136	3.7425	6.291332	4.705379	4.195734	5.419527	4.213573	3.714174	5.616661	4.114305	5.057669	4.138408	3.644897	4.976961	6.192865	4.429904	5.429171	4.866975	7.703711	4.596225	3.549393	3.792687	3.643556	3.758734	3.458516	5.371816	4.376573	4.18795	4.671495	3.397489	3.9978	5.390389	4.833245	10.31967	4.029867	3.797829	3.835163	3.262446	4.844229	10.54117	3.864243	3.950361	4.916251	4.065863	7.728084	4.718368	4.125486	6.097062	4.591694	3.683998
CAL33_UPPER_AERODIGESTIVE_TRACT	3.890689	3.729252	7.091293	4.40626	3.564839	10.43992	5.025316	7.703603	5.506656	3.819582	3.417547	6.286111	3.97823	7.163043	3.925783	3.679847	4.147157	3.736842	4.111931	4.038874	4.674083	5.235652	4.711246	5.72142	3.567886	3.78341	3.86439	3.504294	5.776108	4.296277	4.141014	5.30201	7.651598	3.825614	4.996073	4.29033	8.648692	3.950638	5.741613	8.736353	3.578445	5.686579	9.620518	5.565579	4.380239	3.950781	4.795946	6.243726	7.421009	3.858211	6.182531	4.328458	4.571639
SNU668_STOMACH	4.429291	4.037497	6.180827	7.603595	3.713872	5.541647	4.806576	8.920267	5.514942	3.839571	3.896275	5.740602	4.218196	5.261371	4.607172	3.366738	4.398181	3.998429	3.840196	3.845467	4.685397	4.191697	4.446807	3.752905	3.300071	3.938366	4.056332	3.736519	5.909072	4.470164	4.019086	5.352001	3.37738	3.982954	5.552267	6.513582	9.527896	3.752401	3.880984	4.236366	3.765355	5.628454	7.943907	6.3518	4.483465	4.740146	5.680317	7.858765	6.893033	3.615989	7.513359	4.552614	3.834891
CORL279_LUNG	3.974891	3.793662	5.732682	8.71778	3.636095	4.462713	4.714093	4.052907	5.094228	3.595505	3.45322	5.403675	3.969309	5.215445	3.962049	3.618347	4.336691	3.702109	6.696766	7.16178	4.793824	4.060821	4.333688	3.525868	3.455557	3.825492	3.973939	3.569993	4.875128	3.743972	4.087317	4.60665	3.536592	5.029742	7.820184	5.337772	9.828041	3.717115	3.721144	3.319029	3.379016	4.985191	3.923876	3.486845	3.656972	3.983609	3.822849	6.136768	3.615891	3.609748	4.49893	4.131897	3.804011
GB1_CENTRAL_NERVOUS_SYSTEM	4.37166	3.804448	6.774913	8.287459	3.888467	4.903226	4.824483	5.157607	5.567397	3.307025	3.784601	5.841787	4.036018	5.140314	4.148134	4.72841	4.409164	3.686019	3.818998	4.065451	4.668411	4.182072	5.096272	3.672803	3.645108	3.769869	3.937675	3.647592	5.397603	4.984127	4.370177	5.224926	6.268038	4.232559	6.083037	7.682029	9.299899	3.53526	3.318418	3.432811	3.535248	6.282283	4.496902	3.622623	3.871184	3.935818	7.373592	7.536183	3.87862	3.878058	5.04475	3.891778	3.446931
KURAMOCHI_OVARY	4.363299	3.696438	6.475939	7.378025	3.572576	4.790207	4.420739	10.10655	5.534158	3.567324	3.848613	6.011197	3.893061	4.962575	3.887907	3.913446	4.35608	3.730506	4.14748	4.450774	4.642999	4.365748	4.638056	6.168739	3.564902	3.658696	4.098206	3.59922	6.094357	4.917776	4.552456	5.876114	3.270904	4.487498	5.134471	4.286435	8.193979	3.635822	4.392593	4.562094	4.151459	5.242748	5.83246	3.65448	3.826059	4.43477	4.108382	7.766018	4.882264	3.660412	5.407209	4.045732	3.827239
COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	4.076018	4.223027	4.241524	9.025512	3.887563	4.800389	4.487571	4.294137	5.849812	3.703942	3.773818	6.203463	4.23983	5.208547	4.480278	3.488925	4.795081	4.038116	4.679048	4.257198	5.247607	4.253938	4.557026	4.883067	3.661267	4.017846	3.986462	3.560791	5.536589	4.274215	4.512795	4.668792	3.568612	8.327783	5.003474	7.60652	10.3199	4.029669	3.637219	3.645395	3.917187	4.664917	4.159663	3.922529	3.785261	4.885568	3.952788	8.04876	5.902368	3.858639	5.314823	4.737247	3.836921
COLO684_ENDOMETRIUM	4.94333	3.418988	6.9505	7.343098	3.668509	5.398748	4.748396	4.54186	5.354908	3.793763	3.620251	6.014599	3.995161	5.521664	4.495775	3.601209	4.439205	3.83167	3.923143	5.333481	4.654482	4.291162	4.701262	3.596465	3.713591	3.973627	4.0208	3.617212	5.384889	4.01769	4.218125	4.519799	3.549829	4.134569	7.515731	7.466668	9.572132	4.174846	4.466142	5.006761	3.379471	5.038484	3.495472	3.851171	3.623637	3.989384	3.967712	6.069455	3.617212	3.77222	4.355486	4.259867	3.859109
KLM1_PANCREAS	4.145547	3.69298	6.339975	3.788041	3.750702	10.26354	4.668359	7.320074	5.194434	3.474837	4.195877	6.075595	3.737915	4.979674	4.169094	3.475839	4.40054	3.81445	3.718553	4.662758	4.797709	4.192147	4.347635	4.991668	3.714627	3.725585	3.636271	3.539533	5.86451	4.30463	4.266046	4.083588	7.6379	5.534411	5.27529	5.72453	9.256957	3.63949	3.514127	3.542399	3.470055	6.880517	8.09552	3.738044	3.933212	4.100003	5.766798	7.021167	3.504407	3.700315	5.211233	4.087128	3.604052
GRM_SKIN	3.905729	3.798546	4.586036	4.480971	3.814467	4.899305	4.653199	6.984521	5.686064	3.871466	3.691174	5.704026	3.914119	5.2948	4.442237	3.725588	4.287273	3.812692	3.91969	4.113869	4.791864	4.164485	4.783829	3.735863	3.746912	3.920497	8.011216	3.60431	5.218775	4.182053	4.687113	4.387257	3.292005	4.09272	5.530695	4.569211	8.821671	4.177957	3.574145	3.472002	3.431547	6.015036	9.121832	3.614875	4.108653	4.377149	4.24738	7.920208	3.760484	3.873169	4.667098	4.267428	3.724807
SNU685_ENDOMETRIUM	4.105751	3.723047	7.511786	8.808502	3.604789	4.776429	4.564558	8.357199	5.533311	3.443138	3.650694	5.82374	3.878946	5.246574	3.774192	3.463628	4.505068	3.766457	3.903254	5.750031	4.686474	4.417602	4.860738	3.577042	3.605028	3.820773	3.91183	3.506279	5.508521	3.984713	4.259477	4.354736	3.835293	4.126571	7.040701	7.465657	8.832066	3.896393	3.729224	3.362981	3.898289	4.054962	3.921065	4.919443	4.478626	4.126168	4.072686	7.672272	3.753745	3.720471	4.79311	4.323229	3.503523
CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	3.841734	3.776737	5.688423	9.266034	3.917876	4.656684	4.625834	5.827835	5.318543	3.69764	3.755212	5.946399	4.029094	5.148628	4.306212	3.681309	4.371219	3.794068	4.204658	3.784335	4.61695	4.06754	4.309816	3.635357	3.641017	3.957475	3.924112	3.41512	5.442368	4.106974	4.630321	4.736994	3.642011	4.141241	5.10391	5.190093	9.365195	4.156156	3.878913	3.65026	3.513733	5.985858	5.861738	3.720414	3.866269	4.180619	3.917259	7.741516	3.893413	4.237258	4.970025	4.285688	7.101766
SNU886_LIVER	3.91834	3.699069	5.52997	8.71281	3.61926	6.020703	4.361692	10.98145	4.959374	3.463229	3.697797	5.612592	4.127165	5.083824	4.5068	3.6716	4.440207	3.724437	3.867992	3.617917	4.637816	6.428074	4.448796	3.520218	3.423512	3.708027	3.883315	3.593355	4.796141	4.024108	4.056849	4.595199	3.332449	3.792799	8.351034	5.133046	9.974949	3.911325	3.820594	3.487523	3.488616	7.32793	5.12861	3.916146	4.104017	4.172025	3.993509	8.118342	5.163519	3.794615	5.018889	3.996017	3.716105
HCT8_LARGE_INTESTINE	4.332259	3.904519	6.840685	8.34119	3.560227	5.054816	4.345431	5.545116	5.190373	3.514658	3.513687	5.611574	4.141365	5.389362	3.819807	3.614568	4.433263	3.825371	4.182754	7.69285	4.54453	4.63495	4.07063	3.607504	3.797888	3.831534	3.864871	3.570708	5.662897	3.937589	4.370546	4.50066	3.520725	4.031167	5.713365	5.49714	9.21499	3.957178	3.509814	3.703018	3.230212	8.126566	7.345561	3.685173	4.266585	4.221425	5.792393	7.336135	8.880886	3.915505	5.871377	4.984725	3.469102
NCCSTCK140_STOMACH	4.917456	3.930145	7.722238	8.013389	3.705626	12.21497	4.638059	3.980033	5.531345	3.63195	3.8775	5.87581	3.686215	5.57039	3.807934	3.494406	4.770317	4.545047	3.540229	7.175506	4.906003	7.176135	4.457087	4.817978	3.310342	3.900583	4.942889	3.476704	4.955399	3.868434	5.734411	4.393944	4.106252	4.450765	5.468756	4.6956	7.356363	4.011429	4.013077	3.633918	3.471985	5.226222	7.153716	3.836417	6.174039	7.365776	4.046645	6.519948	3.495705	3.993279	5.977348	4.381779	6.755104
NCIH3255_LUNG	4.245941	3.749874	5.522992	7.179772	3.577481	8.940023	5.075693	9.796567	5.327166	3.548192	3.96526	5.733789	3.87355	5.20413	3.965188	3.619056	4.253374	3.575111	4.014317	6.402881	4.841561	4.31033	3.772365	6.10717	3.532939	3.698168	3.962379	3.657036	5.466483	4.238992	4.037402	4.653112	3.507455	3.805579	5.146235	4.449766	11.23283	3.886282	3.830041	5.012249	3.448597	4.76436	8.24362	4.318318	6.191093	4.312658	4.380806	7.58771	5.651033	3.761103	5.144716	4.576743	3.852182
SNU719_STOMACH	4.094705	4.479261	4.746151	9.536311	3.941799	6.372937	4.963787	5.66311	5.833518	3.790491	6.410096	5.854678	4.602644	5.305035	4.159456	3.847126	4.198266	3.901378	4.285316	8.451695	5.311483	10.71296	4.613267	3.938506	3.714989	3.944917	3.794448	3.442399	4.824332	3.940884	4.497353	4.15769	3.291227	4.002486	6.564774	7.61625	8.773828	4.292849	4.528369	3.69729	3.57761	6.868914	11.13995	4.067764	3.92808	4.197242	4.623832	6.935859	8.147299	4.149074	7.543949	5.545051	3.606476
SNU489_CENTRAL_NERVOUS_SYSTEM	6.126693	4.062188	7.808433	7.736901	3.608083	5.106405	4.630941	11.35035	5.517051	3.694087	3.564306	6.013826	4.084428	5.150154	4.100931	4.00664	4.159581	3.802697	3.97969	4.358157	4.756002	4.041264	5.938382	3.599021	3.505186	3.673279	3.658831	3.521045	4.707465	4.026082	4.460619	4.77754	4.240479	3.928342	5.796067	5.094475	8.917297	3.485188	4.185127	3.36413	3.790944	7.361837	4.045678	3.95273	4.187804	3.71148	4.995859	7.739828	3.750917	3.622208	4.056344	3.88654	3.850953
SNU81_LARGE_INTESTINE	3.92883	3.855069	5.255782	9.274508	3.568461	5.30348	4.478187	4.251595	5.574461	3.299891	3.837393	6.076856	4.24868	5.540737	3.954059	3.596591	5.075263	5.932767	4.032018	7.380123	4.804894	8.51707	4.705706	3.523907	3.439423	4.046748	3.672981	3.484718	4.87935	3.548364	4.056365	4.227339	3.170691	4.043513	5.513119	6.226109	10.65535	4.165473	4.412339	3.970215	3.293502	8.253705	9.155466	3.651859	4.062099	4.139536	4.023543	8.231315	7.180655	3.78641	6.278073	5.13516	3.482039
A2058_SKIN	4.144587	3.713515	7.430029	8.004544	3.712178	6.273204	4.630165	4.302716	5.437189	3.499274	3.731933	5.750898	4.251214	4.928138	4.375322	3.724146	4.088206	3.847178	3.789427	5.4805	4.847961	4.293356	5.044661	3.408443	3.466192	4.050462	3.925538	3.655299	4.650952	3.735758	4.276174	4.233072	3.464745	3.979642	8.492399	5.896093	9.073302	3.949909	3.601135	3.375247	3.43703	5.9297	3.961116	4.016943	4.357858	3.728973	4.005453	7.629308	3.876409	3.70094	4.05176	4.009841	4.154673
HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	4.281255	3.547826	5.73025	7.958584	3.643258	4.792075	5.058797	8.383964	5.646972	3.721926	3.409595	5.752316	4.022165	5.236472	4.425397	3.593991	4.132756	3.692294	4.018025	5.52803	4.550629	4.259634	5.757127	3.62427	3.596004	3.646513	4.695896	3.691535	5.135618	3.718622	4.614113	4.385966	3.874953	3.98029	5.918556	7.137201	9.276235	3.474663	4.06016	3.470088	3.422727	4.717378	4.261396	5.027445	3.870559	4.403113	4.075337	7.998847	4.103272	3.711356	4.215437	4.180516	3.83182
NCIH292_LUNG.1	4.635289	3.611306	7.457344	8.220393	4.167458	6.418528	5.460514	6.273776	5.716151	4.806513	3.744141	6.481496	4.179203	5.175934	3.792359	3.475759	3.963542	3.886506	4.185107	5.131463	5.025212	4.385876	4.830945	3.964436	3.281935	3.755405	4.13315	3.871946	6.622925	4.694404	4.430455	4.73152	6.112831	4.155311	5.684128	6.101856	7.900915	3.738272	3.833612	3.865656	3.617572	7.668122	4.326565	3.468619	3.864502	5.239991	5.870734	7.466533	4.718471	3.782067	4.745695	5.27603	4.406174
LN443_CENTRAL_NERVOUS_SYSTEM	4.402537	3.848064	5.479817	9.816828	4.072916	5.115426	5.138854	5.914757	5.805084	4.892949	3.763302	5.510014	4.163238	5.507245	4.177906	3.369029	4.056468	3.96836	3.946352	4.97417	5.04398	4.029787	4.730386	3.81013	3.609133	3.699481	3.902377	3.585595	5.482469	4.166375	4.216335	4.501892	3.333751	3.972385	5.97364	6.092098	9.71857	3.902212	3.352635	3.803973	3.389853	5.835453	3.84214	5.187147	3.960092	4.776247	7.194313	7.928143	3.667263	3.866664	4.204863	4.20772	3.454318
